Nom de l'entreprise,Note,Nombre de reviews,Catégorie,Site,Adresse,En France,Pourcentage 5 étoiles,Pourcentage 4 étoiles,Pourcentage 3 étoiles,Pourcentage 2 étoiles,Pourcentage 1 étoile
Mome Market,3.7,1,Clothing Store,http://www.mome-market.com/,,Oui,0%,0%,0%,0%,0%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
KaravaneSerail,3.7,1,Clothing Store,http://karavaneserail.com/,,Oui,0%,0%,0%,0%,0%
britishshoes.fr,3.7,1,Clothing Store,http://britishshoes.fr/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,807",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Shop Story,3.7,1,Clothing Store,http://shop-story.fr/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Ayli,3.7,1,Clothing Store,http://ayli.fr/,,Oui,0%,0%,0%,0%,0%
Lechausspied,3.7,1,Clothing Store,http://www.lechausspied.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Storks,3.7,1,Clothing Store,http://storks.fr/,,Oui,0%,0%,0%,0%,0%
Corekastore,3.7,1,Shoe Store,http://corekastore.com/,,Oui,0%,0%,0%,0%,0%
Lpnstore,3.7,1,Clothing Store,http://lpnstore.fr/,"78 Avenue des Champs-Élysées, 75008, Paris, France",Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Arlequin Angers,3.7,1,Clothing Store,http://arlequin-angers.fr/,,Oui,0%,0%,0%,0%,0%
Botty,3.7,1,Clothing Store,http://www.botty.fr/,,Oui,0%,0%,0%,0%,0%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
GF-SHOP,3.7,1,Clothing Store,http://www.gf-shopping.com/,,Oui,0%,0%,0%,0%,0%
Jepurge,0,0,Clothing Store,http://jepurge.fr/,,Oui,0%,0%,0%,0%,0%
1CHANCE,3.7,1,Clothing Store,http://1chance.fr/,"33 avenue rostov sur le don, 72000, LE MANS, France",Oui,0%,0%,0%,0%,0%
defw,3.7,1,Shoe Store,http://lll.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Mjmshop,3.7,1,Clothing Store,http://www.mjmshop.fr/,,Oui,0%,0%,0%,0%,0%
Pejoratif,3.7,1,Clothing Store,http://pejoratif.fr/,,Oui,0%,0%,0%,0%,0%
Palladium,3.7,1,Shoe Store,http://pldmshoes.com/,"Rue du Faubourg Saint-Antoine 137, 75012, Paris, France",Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Gentlegianni,3.7,1,Clothing Store,http://gentlegianni.com/,,Oui,0%,0%,0%,0%,0%
Storeforyou,3.7,1,Clothing Store,http://storeforyou.fr/,,Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Kangourooshop,3.7,1,Clothing Store,http://kangourooshop.fr/,,Oui,0%,0%,0%,0%,0%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Glycin,3.7,1,Clothing Store,http://glycin.fr/,"60 rue François Ier, 75008, Paris-8E-Arrondissement, France",Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,807",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Nil Memories,3.7,1,Clothing Store,https://nilmemories.com/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Studio Clandestin,3.7,1,Clothing Store,http://studio-clandestin.com/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Ayli,3.7,1,Clothing Store,http://ayli.fr/,,Oui,0%,0%,0%,0%,0%
tranquilleemile.net,3.7,1,Clothing Store,http://tranquilleemile.net/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Casquette Ny,3.7,1,Clothing Store,http://casquette-ny.fr/,,Oui,0%,0%,0%,0%,0%
Streetstylefr,3.7,1,Clothing Store,http://streetstyle.fr/,,Oui,0%,0%,0%,0%,0%
royalbandana.com,3.6,6,Clothing Store,http://royalbandana.com/,,Oui,67%,0%,0%,0%,33%
GERARD DAREL,3.6,281,Clothing Store,http://gerarddarel.com/,"Rue Réaumur 130, 75002, Paris, France",Oui,33%,4%,1%,4%,58%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Celekado,3.6,17,Clothing Store,http://celekado.com/,,Oui,53%,12%,12%,0%,23%
Oni Sama,3.6,8,Clothing Store,http://oni-sama.fr/,,Oui,37%,25%,0%,13%,25%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Taatoo,3.7,1,Clothing Store,http://www.taatoo.fr/,,Oui,0%,0%,0%,0%,0%
Cityzensports,3.6,16,Clothing Store,http://www.cityzensports.com/,,Oui,44%,25%,6%,6%,19%
friperiestore.com,3.6,20,Clothing Store,http://friperiestore.com/,"6536, rue Principale, 60430, Le Coudray-sur-Thelle, France",Oui,0%,0%,5%,0%,5%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
IZAC,3.6,189,Clothing Store,http://izac.fr/,,Oui,32%,3%,1%,7%,57%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Bambinou,3.6,66,Clothing Store,https://www.bambinou.com/,,Oui,73%,1%,0%,3%,23%
More Sneakers,3.7,1,Shoe Store,http://moresneakers.com/,,Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
backstagegijon.com,3.7,1,Clothing Store,http://www.backstagegijon.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,807",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Lamaktaba,3.6,211,Clothing Store,http://lamaktaba.fr/,,Oui,76%,0%,3%,2%,9%
Cosmopolitan,3.6,7,Clothing Store,http://www.cosmopolitan.fr/,,Oui,14%,29%,14%,14%,29%
absolutcashmere.com,3.6,34,Clothing Store,http://absolutcashmere.com/,,Oui,41%,6%,9%,3%,41%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Salty Smile,3.6,41,Clothing Store,http://saltysmile.eu/,"12 Rue de la noue, 85470, Brem-sur-mer, France",Oui,76%,7%,5%,5%,7%
HelloClothes,3.7,1,Clothing Store,http://helloclothesofficiel.com/,,Oui,0%,0%,0%,0%,0%
Imprim' & Com' / L'Atelier du gobelet,3.6,9,Clothing Store,http://atelierdugobelet.fr/,,Oui,67%,11%,0%,11%,11%
Notvenomous,3.6,9,Clothing Store,http://notvenomous.com/,,Oui,67%,0%,0%,33%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
MY Minimi,3.7,1,Shoe Store,http://my-minimi.com/,,Oui,0%,0%,0%,0%,0%
Panierbasket,3.7,1,Shoe Store,http://panierbasket.fr/,,Oui,0%,0%,0%,0%,0%
Coirostore,3.6,2,Clothing Store,http://coirostore.com/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
NOIRFONCE,3.6,3,Shoe Store,http://noirfonce.fr/,,Oui,67%,0%,0%,0%,33%
Kulte,3.6,2,Clothing Store,http://www.kulte.fr/,,Oui,0%,0%,0%,0%,0%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
daodavy.com,3.6,1,Clothing Store,http://daodavy.com/,,Oui,0%,0%,0%,0%,0%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Shadxw,3.6,2,Clothing Store,http://shadxw.com/,,Oui,0%,0%,0%,0%,0%
Youwear,3.6,2,Shoe Store,http://youwear.fr/,,Oui,0%,0%,0%,0%,0%
Retrocaramel,3.6,2,Jewelry Store,http://retrocaramel.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Le Bistrot Du Marché,3.6,2,Clothing Store,http://www.lebistrot-dumarche.fr/,,Oui,0%,0%,0%,0%,0%
agiva.com,3.6,1,Clothing Store,http://www.agiva.com/,,Oui,0%,0%,0%,0%,0%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Dolcevitahub,3.6,3,Clothing Store,http://dolcevitahub.com/,"12 Passage de la Bonne Graine, 75011, Paris, France",Oui,67%,0%,0%,0%,33%
suncoo-paris.fr,3.6,5,Clothing Store,http://suncoo-paris.fr/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Bonachtats,3.5,120,Clothing Store,http://bonachtats.fr/,,Oui,53%,13%,3%,2%,29%
RG512,3.6,2,Clothing Store,http://www.rg512.com/,,Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Katimy,3.5,218,Clothing Store,http://katimy.com/,,Oui,32%,36%,1%,1%,31%
baliwood shop,3.6,3,Clothing Store,http://baliwoodshop.com/,,Oui,33%,33%,34%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,807",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Elleestsibelle,3.6,1,Clothing Store,http://elleestsibelle.fr/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Vetements Vente,3.6,2,Clothing Store,http://vetements-vente.com/,,Oui,0%,0%,0%,0%,0%
lattitudecuir.com,3.6,1,Clothing Store,http://lattitudecuir.com/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Not Madame,3.5,224,Clothing Store,http://www.notmadame.com/,,Oui,56%,8%,5%,3%,28%
3Dcoiffure,3.6,2,Clothing Store,http://3dcoiffure.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Chikara Shops,3.5,7,Clothing Store,http://chikara-shops.com/,,Oui,57%,0%,14%,0%,29%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
mercerie-extra.com,3.5,9,Clothing Store,http://mercerie-extra.com/,,Oui,78%,0%,0%,0%,22%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Antonelle Paris,3.5,74,Clothing Store,http://www.antonelle.com/,"100 Avenue du Général Leclerc, 93500, Pantin, France",Oui,43%,4%,3%,7%,43%
DR Swag,3.5,19,Clothing Store,http://www.dr-swag.com/,,Oui,74%,0%,0%,0%,16%
Le Pull Irlandais,3.5,15,Clothing Store,https://www.lepullirlandais.com/,"15 rue Dom Paul Benoit, 39220, Les Rousses, France",Oui,53%,7%,0%,0%,0%
Garochic,3.5,2,Clothing Store,http://aaa.com/,,Oui,0%,0%,0%,0%,0%
ahegao.fr,3.5,4,Clothing Store,http://ahegao.fr/,,Oui,0%,25%,0%,0%,25%
Centre Commercial,3.5,13,Clothing Store,http://centrecommercial.cc/,"2 rue de Marseille, 75010, Paris, France",Oui,54%,8%,8%,15%,15%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
satisfyrunning.com,3.5,2,Clothing Store,http://satisfyrunning.com/,,Oui,0%,0%,0%,0%,0%
Mon Blouson,3.5,39,Clothing Store,http://mon-blouson.com/,"8 avenue de la Muzelle, 38860, Mont-de-Lans, France",Oui,51%,3%,0%,8%,38%
siksilk.fr,3.5,2,Clothing Store,http://siksilk.fr/,,Oui,0%,0%,0%,0%,0%
Bellaboutiquefrance,3.5,55,Clothing Store,http://bellaboutiquefrance.fr/,,Oui,0%,22%,5%,0%,33%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Popping Boutiques,3.5,4,Clothing Store,http://popping-boutiques.com/,,Oui,0%,0%,0%,0%,0%
Toplook,3.5,4,Clothing Store,http://toplook.com/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Sac Us,3.5,2,Clothing Store,http://sac-us.fr/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Cprachic,3.5,4,Clothing Store,http://cprachic.fr/,,Oui,0%,25%,0%,0%,25%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Laylieabaya,3.5,5,Clothing Store,http://www.laylieabaya.com/,"16 Rue De Belleville, 75020, Paris, France",Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Falbalas Lingerie,3.5,13,Clothing Store,http://www.falbalas-lingerie.com/,,Oui,38%,8%,0%,8%,46%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Rivalin,3.5,3,Clothing Store,http://www.rivalin.fr/,,Oui,67%,0%,0%,33%,0%
fleuretcompagnie.fr,3.5,11,Clothing Store,http://fleuretcompagnie.fr/,,Oui,46%,9%,9%,27%,9%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Footmood,3.4,10,Clothing Store,http://footmood.fr/,,Oui,0%,0%,0%,0%,0%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
louisemisha.com,3.4,5,Clothing Store,http://www.louisemisha.com/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Saranza,3.4,7,Clothing Store,http://saranza.com/,,Oui,29%,43%,14%,0%,14%
Ghiblishop,3.4,142,Clothing Store,http://ghiblishop.fr/,,Oui,54%,4%,1%,4%,37%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Lestoquesmodeles.com,3.4,18,Clothing Store,http://lestoquesmodeles.com/,,Oui,61%,11%,0%,6%,22%
Fincutmen,3.4,6,Clothing Store,http://fincutmen.com/,,Oui,0%,0%,0%,0%,0%
Confortetvie,3.4,100,Clothing Store,http://www.confortetvie.fr/,,Oui,46%,16%,4%,2%,32%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Missegle,3.4,9,Clothing Store,http://missegle.com/,,Oui,56%,0%,0%,11%,33%
Warren Boutique,3.5,0,Clothing Store,http://warren-boutique.store/,,Oui,0%,0%,0%,0%,0%
Rondinaud,3.4,9,Clothing Store,http://rondinaud.shop/,,Oui,22%,0%,34%,22%,22%
Myjersey,3.5,0,Clothing Store,http://myjersey.net/,,Oui,0%,0%,0%,0%,0%
Yaelkimono,3.4,17,Clothing Store,http://yaelkimono.fr/,,Oui,64%,12%,6%,0%,18%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Perigot,3.5,0,Clothing Store,http://perigot.fr/,"Rue de Rivoli 99, 75004, Paris, France",Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Dimension Manga,3.4,27,Clothing Store,http://dimension-manga.com/,,Oui,63%,7%,8%,0%,22%
T-Shirt Store,3.4,13,Clothing Store,http://www.t-s.fr/,,Oui,69%,0%,8%,0%,23%
Petits Souliers,3.5,0,Shoe Store,http://petits-souliers.com/,"Rue du Bois Briand 24, 44300, Nantes, France",Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Maphotochaussette,3.4,164,Clothing Store,http://maphotochaussette.fr/,,Oui,46%,4%,2%,2%,46%
Le Comptoir Irlandais,3.4,33,Clothing Store,https://www.comptoir-irlandais.com/,"16 rue des Glénan, 29800, Plouedern, France",Oui,61%,3%,6%,6%,24%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
La Belle Paire,3.5,0,Clothing Store,http://labellepaire.fr/,"9 rue louis braille, 45000, Orléans, France",Oui,0%,0%,0%,0%,0%
My Leopard,3.3,83,Shoe Store,http://my-leopard.com/,,Oui,0%,12%,0%,1%,57%
PrestaShop,3.4,3,Clothing Store,http://www.maisondelacravate.fr/,,Oui,33%,0%,33%,34%,0%
Credit Fut,3.4,2,Clothing Store,http://credit-fut.fr/,,Oui,0%,0%,0%,0%,0%
Sevenaugust,3.4,1,Clothing Store,http://www.sevenaugust.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
louisemisha.com,3.4,5,Clothing Store,http://www.louisemisha.com/,,Oui,0%,0%,0%,0%,0%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,921",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Loopiot,3.4,1,Clothing Store,https://loopiot.fr/,,Oui,0%,0%,0%,0%,0%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
spinali-design.fr,3.4,1,Clothing Store,http://www.spinali-design.fr/,,Oui,0%,0%,0%,0%,0%
Navir,3.4,4,Clothing Store,http://navir.fr/,"75020, Paris, France",Oui,0%,0%,0%,25%,25%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Sarenza,4.1,"3,777",Clothing Store,http://www.sarenza.com/,,Oui,53%,5%,2%,3%,37%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Drapeaux Flags,3.4,2,Clothing Store,http://www.drapeaux-flags.com/,,Oui,0%,0%,0%,0%,0%
BS shop,3.4,2,Shoe Store,http://bs-shop.fr/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
karmakoma.fr,3.4,2,Clothing Store,http://karmakoma.fr/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
nodaleto.com,3.4,1,Clothing Store,http://nodaleto.com/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Paris Yorker,3.4,3,Clothing Store,http://www.paris-yorker.com/,,Oui,33%,0%,0%,0%,67%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
lamersuperieur.com,3.4,5,Clothing Store,http://www.lamersuperieur.com/,,Oui,0%,0%,0%,0%,0%
autrepairedemanches.fr,3.4,1,Clothing Store,http://www.autrepairedemanches.fr/,,Oui,0%,0%,0%,0%,0%
Francejudo,3.4,2,Clothing Store,http://www.francejudo.com/,,Oui,0%,0%,0%,0%,0%
Boulevard Doré,3.4,3,Clothing Store,http://www.boulevard-dore.fr/,,Oui,67%,0%,0%,0%,33%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Studio Coin,3.4,4,Clothing Store,http://thestudiocoin.com/,,Oui,75%,0%,0%,25%,0%
walkinparis.fr,3.4,4,Clothing Store,http://walkinparis.fr/,,Oui,25%,0%,0%,0%,75%
Zevessa,3.4,3,Clothing Store,http://zevessa.com/,,Oui,33%,0%,0%,0%,67%
Japan Attitude,3.3,8,Clothing Store,http://www.japanattitude.fr/,,Oui,25%,25%,0%,12%,38%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Ohlalaboutique,3.3,3,Clothing Store,http://ohlalaboutique.fr/,,Oui,33%,0%,0%,0%,67%
Nekokawaii,3.3,3,Jewelry Store,http://www.nekokawaii.fr/,,Oui,33%,33%,0%,0%,34%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Percheshop,3.3,18,Clothing Store,http://percheshop.com/,,Oui,28%,11%,11%,6%,44%
theNextdoor,3.3,15,Shoe Store,http://thenextdoor.fr/,,Oui,33%,7%,0%,7%,53%
Klarafit,3.3,50,Clothing Store,http://klarafit.fr/,,Oui,38%,8%,14%,6%,34%
Japanmood,3.3,20,Clothing Store,http://japanmood.fr/,"159 Rue du Vieux Tôt, 34000, Montpellier, France",Oui,45%,0%,0%,5%,0%
Corner Street,3.3,47,Shoe Store,http://cornerstreet.fr/,,Oui,49%,6%,2%,4%,39%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
